# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 07:53:06 2025
#
# CONSTRAINT:  where (ml_modeldef like '1')
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag [Earth mass]
# COLUMN pl_orbsmax:     Planet-star Projected Semi-major Axis [au]
# COLUMN pl_orbsmaxerr1: Planet-star Projected Semi-major Axis Upper Unc.
# COLUMN pl_orbsmaxerr2: Planet-star Projected Semi-major Axis Lower Unc.
# COLUMN pl_orbsmaxlim:  Planet-star Projected Semi-major Axis Limit Flag
# COLUMN st_mass:        Lens Mass [Solar mass]
# COLUMN st_masserr1:    Lens Mass Upper Unc.
# COLUMN st_masserr2:    Lens Mass Lower Unc.
# COLUMN st_masslim:     Lens Mass Limit Flag
# COLUMN sy_dist:        Lens Distance [pc]
# COLUMN sy_disterr1:    Lens Distance Upper Unc.
# COLUMN sy_disterr2:    Lens Distance Lower Unc.
# COLUMN sy_distlim:     Lens Distance Limit Flag
# COLUMN ml_dists:       Source Distance [pc]
# COLUMN ml_distserr1:   Source Distance Upper Unc.
# COLUMN ml_distserr2:   Source Distance Lower Unc.
# COLUMN ml_distslim:    Source Distance Limit Flag
# COLUMN ml_tsepmin:     Time of Lens-source Minimum Separation [days]
# COLUMN ml_tsepminerr1: Time of Lens-source Minimum Separation Upper Unc.
# COLUMN ml_tsepminerr2: Time of Lens-source Minimum Separation Lower Unc.
# COLUMN ml_tsepminlim:  Time of Lens-source Minimum Separation Limit Flag
# COLUMN ml_sepminnorm:  Normalized Lens-source Minimum Separation
# COLUMN ml_sepminnormerr1: Normalized Lens-source Minimum Separation Upper Unc.
# COLUMN ml_sepminnormerr2: Normalized Lens-source Minimum Separation Lower Unc.
# COLUMN ml_sepminnormlim: Normalized Lens-source Minimum Separation Limit Flag
# COLUMN ml_xtimeein:    Einstein Crossing Time [days]
# COLUMN ml_xtimeeinerr1: Einstein Crossing Time Upper Unc.
# COLUMN ml_xtimeeinerr2: Einstein Crossing Time Lower Unc.
# COLUMN ml_xtimeeinlim: Einstein Crossing Time Limit Flag
# COLUMN ml_radsnorm:    Normalized Source Angular Radius (10^-3)
# COLUMN ml_radsnormerr1: Normalized Angular Radius Upper Unc.
# COLUMN ml_radsnormerr2: Normalized Angular Radius Lower Unc.
# COLUMN ml_radsnormlim: Normalized Angular Radius Limit Flag
# COLUMN ml_sepinsnorp:  Instantaneous Planet-star Projected and Normalized Separation
# COLUMN ml_sepinsnorperr1: Instantaneous Planet-star Projected and Normalized Separation Upper Unc.
# COLUMN ml_sepinsnorperr2: Instantaneous Planet-star Projected and Normalized Separation Lower Unc.
# COLUMN ml_sepinsnorplim: Instantaneous Planet-star Projected and Normalized Separation Limit Flag
# COLUMN ml_massratio:   Planet-star Mass Ratio (10^-4)
# COLUMN ml_massratioerr1: Planet-star Mass Ratio Upper Unc.
# COLUMN ml_massratioerr2: Planet-star Mass Ratio Lower Unc.
# COLUMN ml_massratiolim: Planet-star Mass Ratio Limit Flag
# COLUMN ml_angstlax:    Source Trajectory-lens Axis Angle [rad]
# COLUMN ml_angstlaxerr1: Source Trajectory-lens Axis Angle Upper Unc.
# COLUMN ml_angstlaxerr2: Source Trajectory-lens Axis Angle Lower Unc.
# COLUMN ml_angstlaxlim: Source Trajectory-lens Axis Angle Limit Flag
# COLUMN ml_magis:       Source I-band [mag]
# COLUMN ml_magiserr1:   Source I-band Upper Unc.
# COLUMN ml_magiserr2:   Source I-band Lower Unc.
# COLUMN ml_magislim:    Source I-band Limit Flag
# COLUMN ml_magibl:      Blend I-band [mag]
# COLUMN ml_magiblerr1:  Blend I-band Upper Unc.
# COLUMN ml_magiblerr2:  Blend I-band Lower Unc.
# COLUMN ml_magibllim:   Blend I-band Limit Flag
# COLUMN ml_radeinang:   Angular Einstein Radius [mas]
# COLUMN ml_radeinangerr1: Angular Einstein Radius Upper Unc.
# COLUMN ml_radeinangerr2: Angular Einstein Radius Lower Unc.
# COLUMN ml_radeinanglim: Angular Einstein Radius Limit Flag
# COLUMN ml_pmrells:     Lens-source Relative Proper Motion [mas/yr]
# COLUMN ml_pmrellserr1: Lens-source Relative Proper Motion Upper Unc.
# COLUMN ml_pmrellserr2: Lens-source Relative Proper Motion Lower Unc.
# COLUMN ml_pmrellslim:  Lens-source Relative Proper Motion Limit Flag
# COLUMN ml_modeldef:    Default Model
# COLUMN htmllink:       Reference
#
pl_name,rastr,ra,decstr,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.01020000,0.00120000,-0.00090000,0,3.24000000,0.38000000,-0.30000000,0,0.93000000,0.08000000,-0.08000000,0,0.02400000,0.00400000,-0.00300000,0,850.00000000,80.00000000,-80.00000000,0,,,,,2456573.05400000,0.01000000,-0.01000000,0,-0.07749000,0.00154000,-0.00154000,0,20.52000000,0.28000000,-0.28000000,0,4.13000000,0.16000000,-0.16000000,0,2.40700000,0.01400000,-0.01400000,0,4.05400000,0.27900000,-0.27900000,0,3.31820000,0.01020000,-0.01020000,0,18.14200000,0.02000000,-0.02000000,0,18.54200000,0.02900000,-0.02900000,0,0.45200000,0.03400000,-0.03400000,0,7.86000000,0.61000000,-0.61000000,0,1,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
MOA-2010-BLG-353L b,18h05m12.94s,271.303917,-27d17m35.64s,-27.293233,0.27000000,0.48000000,-0.16000000,0,86.00000000,150.00000000,-51.00000000,0,1.72000000,0.56000000,-0.48000000,0,0.18000000,0.32000000,-0.11000000,0,6430.00000000,1090.00000000,-1150.00000000,0,8000.00000000,,,0,2455381.24000000,0.06000000,-0.06000000,0,-0.79000000,0.08000000,-0.08000000,0,11.30000000,0.70000000,-0.70000000,0,21.00000000,9.00000000,-9.00000000,0,1.45000000,0.06000000,-0.06000000,0,14.00000000,4.00000000,-4.00000000,0,4.17000000,0.02000000,-0.02000000,0,17.73000000,0.30000000,-0.30000000,0,,,,,0.18700000,0.08900000,-0.08900000,0,,,,,1,<a refstr=RATTENBURY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454..946R/abstract target=ref>Rattenbury et al. 2015</a>
OGLE-2013-BLG-1721L b,17h52m30.37s,268.126556,-30d17m33.7s,-30.292694,0.64000000,0.35000000,-0.31000000,0,200.00000000,110.00000000,-99.00000000,0,2.60000000,0.50000000,-0.70000000,0,0.46000000,0.26000000,-0.23000000,0,6300.00000000,1100.00000000,-1600.00000000,0,,,,,2456535.28000000,0.02200000,-0.02200000,0,0.06000000,0.00300000,-0.00300000,0,27.98000000,0.65000000,-0.65000000,0,1.20000000,0.10000000,-0.10000000,0,0.96400000,0.00200000,-0.00200000,0,13.18000000,0.72000000,-0.72000000,0,-0.78100000,0.01700000,-0.01700000,0,21.27000000,0.04000000,-0.04000000,0,,,,,0.42000000,0.09000000,-0.09000000,0,5.50000000,1.20000000,-1.20000000,0,1,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>
MOA-2010-BLG-117L b,18h07m49.67s,271.956970,-25d20m40.7s,-25.344639,0.54000000,0.10000000,-0.10000000,0,170.00000000,32.00000000,-32.00000000,0,2.42000000,0.26000000,-0.26000000,0,0.58000000,0.11000000,-0.11000000,0,3500.00000000,400.00000000,-400.00000000,0,6900.00000000,700.00000000,-700.00000000,0,2455419.80000000,0.30000000,-0.30000000,0,0.27900000,0.01500000,-0.01500000,0,120.60000000,5.20000000,-5.20000000,0,,,,,0.86010000,0.00600000,-0.00600000,0,9.50000000,0.33000000,-0.33000000,0,1.96300000,0.01100000,-0.01100000,0,17.95000000,0.07000000,-0.07000000,0,,,,,0.80500000,0.10000000,-0.10000000,0,2.46000000,0.31000000,-0.31000000,0,1,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..141B/abstract target=ref>Bennett et al. 2018</a>
OGLE-2014-BLG-1722L c,17h55m00.57s,268.752380,-31d28m08.6s,-31.469055,0.26300000,0.27200000,-0.16100000,0,83.70000000,86.40000000,-51.20000000,0,1.70000000,0.70000000,-0.60000000,0,0.40000000,0.36000000,-0.24000000,0,6400.00000000,1280.00000000,-1870.00000000,0,,,,,2456900.22800000,0.00900000,-0.00800000,0,-0.13200000,0.00300000,-0.00300000,0,23.79700000,0.41800000,-0.38000000,0,7.00000000,6.00000000,-5.00000000,0,0.84300000,0.03400000,-0.03000000,0,7.07100000,2.37100000,-1.83200000,0,2.19000000,0.02800000,-0.03300000,0,18.87000000,0.03000000,-0.03000000,0,,,,,,,,,,,,,1,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>
KMT-2016-BLG-1107L b,17h45m40.26s,266.417750,-26d01m54.48s,-26.031800,3.28300000,3.46800000,-1.83500000,0,1043.00000000,1102.00000000,-583.00000000,0,0.34200000,0.07000000,-0.08500000,0,0.08700000,0.09200000,-0.04900000,0,6651.00000000,948.00000000,-1348.00000000,0,,,,,2457508.68100000,0.06800000,-0.06800000,0,0.92700000,0.06100000,-0.06100000,0,20.40300000,0.87500000,-0.87500000,0,59.55000000,6.83000000,-6.83000000,0,0.34500000,0.01300000,-0.01300000,0,361.40000000,54.40000000,-54.40000000,0,3.13200000,0.02500000,-0.02500000,0,,,,,,,,,0.14800000,0.02100000,-0.02100000,0,2.65000000,0.38000000,-0.38000000,0,1,<a refstr=HWANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...23H/abstract target=ref>Hwang et al. 2019</a>
OGLE-2018-BLG-1011L b,17h56m03.36s,269.014000,-29d04m58.4s,-29.082889,1.80000000,3.40000000,-1.10000000,0,570.00000000,1100.00000000,-350.00000000,0,1.80000000,2.10000000,-1.50000000,0,0.18000000,0.33000000,-0.10000000,0,7100.00000000,1100.00000000,-1500.00000000,0,8000.00000000,,,0,2458284.80100000,0.00500000,-0.00500000,0,0.05300000,0.00100000,-0.00100000,0,12.42000000,0.15000000,-0.15000000,0,12.13000000,0.71000000,-0.71000000,0,1.28100000,0.00900000,-0.00900000,0,98.40000000,2.60000000,-2.60000000,0,4.36000000,0.00800000,-0.00800000,0,19.93000000,0.01000000,-0.01000000,0,19.04000000,0.01000000,-0.01000000,0,0.09000000,0.01000000,-0.01000000,0,2.81000000,0.22000000,-0.22000000,0,1,<a refstr=HAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2015-BLG-1649L b,18h04m49.21s,271.205042,-32d37m58.90s,-32.633028,2.54000000,1.48000000,-1.39000000,0,807.00000000,470.00000000,-442.00000000,0,2.07000000,0.65000000,-0.77000000,0,0.34000000,0.19000000,-0.19000000,0,4230.00000000,1510.00000000,-1640.00000000,0,,,,,2457241.17000000,0.03300000,-0.03300000,0,0.11460000,0.00280000,-0.00280000,0,28.31200000,0.33900000,-0.33900000,0,1.26500000,0.05500000,-0.05500000,0,0.90200000,0.00100000,-0.00100000,0,72.27000000,2.12000000,-2.12000000,0,3.08000000,0.00700000,-0.00700000,0,19.43000000,0.02000000,-0.02000000,0,,,,,0.55600000,0.05500000,-0.05500000,0,7.13800000,0.67400000,-0.67400000,0,1,<a refstr=NAGAKANE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..212N/abstract target=ref>Nagakane et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.34800000,0.13200000,-0.08700000,0,111.00000000,42.00000000,-28.00000000,0,0.76300000,0.21900000,-0.14500000,0,0.09400000,0.03600000,-0.02400000,0,967.00000000,308.00000000,-212.00000000,0,,,,,2458230.46500000,0.02400000,-0.02400000,0,-0.04300000,0.00200000,-0.00200000,0,45.90800000,2.22800000,-2.22800000,0,1.38800000,0.15700000,-0.15700000,0,0.96300000,0.00700000,-0.00700000,0,35.29000000,3.59000000,-3.59000000,0,3.79400000,0.02100000,-0.02100000,0,19.36000000,0.05000000,-0.05000000,0,,,,,0.88000000,0.11000000,-0.11000000,0,7.10000000,0.90000000,-0.90000000,0,1,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
MOA-2010-BLG-477L b,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,1.50000000,0.80000000,-0.30000000,0,480.00000000,300.00000000,-100.00000000,0,2.00000000,3.00000000,-1.00000000,0,0.67000000,0.33000000,-0.13000000,0,2300.00000000,600.00000000,-600.00000000,0,,,,,2455420.93915000,,,0,0.00340400,,,0,46.92000000,,,0,0.57640000,,,0,1.12280000,0.00060000,-0.00060000,0,21.81000000,0.04000000,-0.04000000,0,2.60087000,,,0,18.71000000,0.03000000,-0.03000000,0,,,,,1.38000000,0.11000000,-0.11000000,0,10.30000000,0.80000000,-0.80000000,0,1,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>
OGLE-2017-BLG-0406L b,17h55m59.92s,268.999667,-29d51m47.3s,-29.863139,0.41000000,0.05000000,-0.05000000,0,130.00000000,20.00000000,-20.00000000,0,3.50000000,0.30000000,-0.30000000,0,0.56000000,0.07000000,-0.07000000,0,5200.00000000,500.00000000,-500.00000000,0,8800.00000000,1200.00000000,-1200.00000000,0,2457908.81300000,0.00100000,-0.00100000,0,0.00928100,0.00028000,-0.00028000,0,37.13400000,0.08300000,-0.08300000,0,5.85200000,0.02500000,-0.02500000,0,1.12800000,0.00100000,-0.00100000,0,6.95500000,0.06100000,-0.06100000,0,0.99300000,0.00100000,-0.00100000,0,17.60600000,0.02000000,-0.02000000,0,,,,,0.59300000,0.01200000,-0.01200000,0,5.84000000,0.12000000,-0.12000000,0,1,<a refstr=HIRAO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...74H/abstract target=ref>Hirao et al. 2020</a>
KMT-2019-BLG-1339L b,17h42m58.42s,265.743417,-25d34m26.1s,-25.573917,1.25000000,1.04000000,-0.73000000,0,397.00000000,331.00000000,-230.00000000,0,2.15000000,2.59000000,-1.58000000,0,0.48000000,0.40000000,-0.28000000,0,6120.00000000,1260.00000000,-1600.00000000,0,,,,,2458666.39100000,0.00300000,-0.00300000,0,0.00156000,0.00089000,-0.00089000,0,16.70000000,0.68000000,-0.68000000,0,1.42000000,0.32000000,-0.32000000,0,0.88000000,0.03000000,-0.03000000,0,24.70000000,6.60000000,-6.60000000,0,4.79000000,0.01400000,-0.01400000,0,20.89000000,0.01000000,-0.01000000,0,,,,,0.55000000,0.13000000,-0.13000000,0,12.08000000,2.89000000,-2.89000000,0,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>
MOA-2013-BLG-220L b,18h03m56.5s,270.985417,-29d32m41s,-29.544722,2.74000000,0.17000000,-0.17000000,0,871.00000000,54.00000000,-54.00000000,0,3.03000000,0.27000000,-0.27000000,0,0.88000000,0.05000000,-0.05000000,0,6720.00000000,590.00000000,-590.00000000,0,,,,,2456386.92040000,0.00120000,-0.00120000,0,-0.01314200,0.00015000,-0.00015000,0,13.31000000,0.08000000,-0.08000000,0,,,,,0.98576000,0.00012000,-0.00012000,0,29.99000000,0.27000000,-0.27000000,0,-1.42060000,0.00450000,-0.00450000,0,19.23200000,0.02100000,-0.02100000,0,,,,,0.45700000,0.00500000,-0.00500000,0,12.62000000,0.11000000,-0.11000000,0,1,<a refstr=VANDOROU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..121V/abstract target=ref>Vandorou et al. 2020</a>
OGLE-2018-BLG-0567L b,17h56m04.42s,269.018417,-27d59m13.6s,-27.987111,0.32000000,0.34000000,-0.17000000,0,101.70509024,108.06165838,-54.03082919,0,2.72000000,0.53000000,-0.59000000,0,0.25000000,0.27000000,-0.13000000,0,7060.00000000,930.00000000,-1150.00000000,0,,,,,2458244.84500000,0.02500000,-0.02500000,0,0.73300000,0.02600000,-0.02600000,0,24.64100000,1.06400000,-1.06400000,0,17.67500000,0.83100000,-0.83100000,0,1.80600000,0.01900000,-0.01900000,0,12.40000000,0.68000000,-0.68000000,0,0.62300000,0.04500000,-0.04500000,0,18.20000000,0.01000000,-0.01000000,0,,,,,0.21300000,0.03000000,-0.03000000,0,3.16100000,0.45100000,-0.45100000,0,1,<a refstr=JUNG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..293J/abstract target=ref>Jung et al. 2021</a>
OGLE-2019-BLG-0304L b,17h36m06.41s,264.026708,-26d08m45.56s,-26.145989,0.51000000,0.51000000,-0.23000000,0,162.09248757,162.09248757,-73.10053361,0,1.23000000,1.39000000,-1.07000000,0,0.27000000,0.27000000,-0.12000000,0,6980.00000000,910.00000000,-900.00000000,0,,,,,2458543.59900000,0.00500000,-0.00500000,0,0.00054000,0.00036000,-0.00036000,0,17.76000000,0.11000000,-0.11000000,0,18.50000000,0.40000000,-0.40000000,0,0.88500000,0.00500000,-0.00500000,0,18.20000000,2.60000000,-2.60000000,0,2.96000000,0.00300000,-0.00300000,0,,,,,,,,,0.28500000,0.02000000,-0.02000000,0,5.86000000,0.41000000,-0.41000000,0,1,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..203H/abstract target=ref>Han et al. 2021</a>
OGLE-2019-BLG-0960L b,18h16m03.43s,274.014292,-25d46m28.8s,-25.774667,0.00786588,0.00188781,-0.00188781,0,2.50000000,0.60000000,-0.60000000,0,1.90000000,0.43000000,-0.43000000,0,0.50000000,0.12000000,-0.12000000,0,980.00000000,210.00000000,-210.00000000,0,,,,,2458686.44960000,0.00060000,-0.00060000,0,-0.00610000,0.00010000,-0.00010000,0,61.40000000,1.40000000,-1.40000000,0,0.32900000,0.01600000,-0.01600000,0,1.02900000,0.00100000,-0.00100000,0,0.14800000,0.01400000,-0.01400000,0,-0.27200000,0.00100000,-0.00100000,0,19.81000000,0.03000000,-0.03000000,0,,,,,1.90000000,0.12000000,-0.12000000,0,11.30000000,0.80000000,-0.80000000,0,1,<a refstr=YEE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..180Y/abstract target=ref>Yee et al. 2021</a>
OGLE-2018-BLG-0383L b,17h54m43.38s,268.680750,-28d44m21.4s,-28.739278,0.02013665,0.01730494,-0.00880979,0,6.40000000,5.50000000,-2.80000000,0,1.80000000,0.20000000,-0.20000000,0,0.10000000,0.13000000,-0.05000000,0,7700.00000000,600.00000000,-600.00000000,0,,,,,2458199.23900000,0.00300000,-0.00300000,0,0.07100000,0.00100000,-0.00100000,0,11.35000000,0.17000000,-0.17000000,0,23.80000000,2.00000000,-2.00000000,0,2.45300000,0.02600000,-0.02600000,0,2.14000000,0.34000000,-0.34000000,0,3.17620000,0.00300000,-0.00300000,0,18.37000000,0.02300000,-0.02300000,0,,,,,0.09700000,0.01100000,-0.01100000,0,3.12000000,0.35000000,-0.35000000,0,1,<a refstr=WANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1778W/abstract target=ref>Wang et al. 2022</a>
KMT-2021-BLG-0240L b,17h50m18.55s,267.577292,-30d00m17.89s,-30.004969,0.21000000,0.12000000,-0.11000000,0,66.74396547,38.13940884,-34.96112477,0,2.80000000,3.30000000,-2.10000000,0,0.56000000,0.32000000,-0.30000000,0,6600.00000000,1000.00000000,-1700.00000000,0,,,,,2459313.05400000,0.00500000,-0.00500000,0,0.00454000,0.00033000,-0.00033000,0,40.24000000,1.58000000,-1.58000000,0,2.01000000,0.35000000,-0.35000000,0,0.95800000,0.00600000,-0.00600000,0,3.60000000,0.90000000,-0.90000000,0,-0.54400000,0.04400000,-0.04400000,0,21.28000000,0.02000000,-0.02000000,0,,,,,0.44000000,0.09000000,-0.09000000,0,3.91000000,0.79000000,-0.79000000,0,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A.114H/abstract target=ref>Han et al. 2022</a>
OGLE-2006-BLG-284L A b,17h58m38.22s,269.659250,-29d08m12.0s,-29.136667,0.45307467,0.43105021,-0.25800085,0,144.00000000,137.00000000,-82.00000000,0,2.17000000,0.78000000,-0.78000000,0,0.35000000,0.30000000,-0.20000000,0,4000.00000000,1500.00000000,-1500.00000000,0,8600.00000000,1200.00000000,-1200.00000000,0,2453899.42500000,0.06600000,-0.06600000,0,0.07760000,0.00200000,-0.00200000,0,39.38000000,0.97000000,-0.97000000,0,,,,,0.76150000,0.00630000,-0.00630000,0,12.60000000,1.90000000,-1.90000000,0,0.32370000,0.00390000,-0.00390000,0,19.99500000,0.03600000,-0.03600000,0,,,,,0.68100000,0.03500000,-0.03500000,0,6.31000000,0.33000000,-0.33000000,0,1,<a refstr=BENNETT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...72B/abstract target=ref>Bennett et al. 2020</a>
KMT-2017-BLG-1194L b,18h17m17.31s,274.322125,-25d19m26.18s,-25.323939,0.01113809,0.00613539,-0.00512855,0,3.54000000,1.95000000,-1.63000000,0,1.78000000,0.45000000,-0.46000000,0,0.41000000,0.23000000,-0.19000000,0,4240.00000000,2160.00000000,-1710.00000000,0,,,,,2457942.66000000,0.13000000,-0.13000000,0,0.25600000,0.01800000,-0.01800000,0,47.00000000,2.50000000,-2.50000000,0,2.60000000,,,1,0.80630000,0.01030000,-0.01030000,0,0.26180000,0.03740000,-0.02700000,0,2.50500000,0.01300000,-0.01300000,0,20.28000000,0.08000000,-0.08000000,0,,,,,0.17000000,,,-1,4.29000000,2.50000000,-1.66000000,0,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>
KMT-2017-BLG-1003L b,17h41m38.76s,265.411500,-24d22m26.18s,-24.373939,0.01632957,0.01695884,-0.00880979,0,5.19000000,5.39000000,-2.80000000,0,1.38000000,0.39000000,-0.32000000,0,0.32000000,0.31000000,-0.17000000,0,7090.00000000,610.00000000,-700.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11000000,0.94000000,-0.72000000,0,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>
OGLE-2018-BLG-0516L b,17h58m33.63s,269.640125,-31d15m44.6s,-31.262389,0.06324167,0.05160017,-0.03366596,0,20.10000000,16.40000000,-10.70000000,0,2.20000000,0.80000000,-0.70000000,0,0.47000000,0.38000000,-0.25000000,0,7000.00000000,900.00000000,-2200.00000000,0,,,,,2458227.65410000,0.00610000,-0.00610000,0,0.10440000,0.00150000,-0.00150000,0,25.06000000,0.37000000,-0.37000000,0,0.01100000,,,1,1.00590000,0.00470000,-0.00470000,0,1.29900000,0.14600000,-0.14600000,0,2.27180000,0.00770000,-0.00770000,0,19.45000000,0.02000000,-0.02000000,0,,,,,0.08000000,,,-1,5.00000000,2.90000000,-1.90000000,0,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>
KMT-2018-BLG-0030L b,17h38m04.00s,264.516667,-28d02m29.85s,-28.041625,1.45000000,1.23000000,-0.88000000,0,460.85119015,390.92894061,-279.68899816,0,4.39000000,2.18000000,-2.40000000,0,0.51000000,0.43000000,-0.31000000,0,6480.00000000,1280.00000000,-1960.00000000,0,,,,,2458271.45900000,0.04300000,-0.04300000,0,0.90050000,0.00150000,-0.00150000,0,27.94000000,0.11000000,-0.11000000,0,112.00000000,,,1,1.58000000,0.01300000,-0.01300000,0,27.40000000,3.00000000,-3.00000000,0,2.35210000,0.00650000,-0.00650000,0,16.82000000,0.00000000,0.00000000,0,,,,,,,,,,,,,1,<a refstr=JUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..262J/abstract target=ref>Jung et al. 2022</a>
OGLE-2018-BLG-1119L b,18h00m07.02s,270.029250,-32d22m31.0s,-32.375278,0.91000000,0.66000000,-0.52000000,0,289.22385037,209.76674862,-165.27077164,0,4.06000000,2.14000000,-2.58000000,0,0.48000000,0.35000000,-0.28000000,0,5760.00000000,1430.00000000,-2480.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=JUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..262J/abstract target=ref>Jung et al. 2022</a>
